# Every genome screened, one row per genome. 20,434 prokaryote genomes (one per named species)
# plus the 88 eukaryote genomes. ftp_path is the NCBI directory the protein file was taken from:
# <ftp_path>/<basename>_protein.faa.gz. The genome page is https://www.ncbi.nlm.nih.gov/datasets/genome/<accession>/
screen	genus	species	accession	organism_name	refseq_category	assembly_level	protein_coding_genes	ftp_path
survey (4+ species)	Pseudomonas	Pseudomonas nitroreducens	GCF_010994165.1	Pseudomonas nitroreducens	reference genome	Contig	5793	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/994/165/GCF_010994165.1_ASM1099416v1
survey (4+ species)	Pseudomonas	Pseudomonas nunensis	GCF_024296925.1	Pseudomonas nunensis	reference genome	Complete Genome	6315	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/296/925/GCF_024296925.1_ASM2429692v1
survey (4+ species)	Pseudomonas	Pseudomonas ogarae	GCF_014268695.2	Pseudomonas ogarae	reference genome	Complete Genome	5705	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/268/695/GCF_014268695.2_ASM1426869v2
survey (4+ species)	Pseudomonas	Pseudomonas oligotrophica	GCF_021726475.1	Pseudomonas oligotrophica	reference genome	Contig	3686	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/726/475/GCF_021726475.1_ASM2172647v1
survey (4+ species)	Pseudomonas	Pseudomonas onubensis	GCF_965653655.1	Pseudomonas onubensis	reference genome	Contig	5896	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/965/653/655/GCF_965653655.1_Pseudomonas_sp_L1
survey (4+ species)	Pseudomonas	Pseudomonas oplopanacis	GCF_057128725.1	Pseudomonas oplopanacis	reference genome	Scaffold	5793	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/057/128/725/GCF_057128725.1_ASM5712872v1
survey (4+ species)	Pseudomonas	Pseudomonas orientalis	GCF_003852045.1	Pseudomonas orientalis	reference genome	Complete Genome	5154	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/852/045/GCF_003852045.1_ASM385204v1
survey (4+ species)	Pseudomonas	Pseudomonas oryzae	GCF_900104805.1	Pseudomonas oryzae	reference genome	Chromosome	4128	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/805/GCF_900104805.1_IMG-taxon_2667527434_annotated_assembly
survey (4+ species)	Pseudomonas	Pseudomonas oryzagri	GCF_020831405.1	Pseudomonas oryzagri	reference genome	Scaffold	4066	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/831/405/GCF_020831405.1_ASM2083140v1
survey (4+ species)	Pseudomonas	Pseudomonas oryzicola	GCF_014269185.2	Pseudomonas oryzicola	reference genome	Contig	4760	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/269/185/GCF_014269185.2_ASM1426918v2
survey (4+ species)	Pseudomonas	Pseudomonas oryzihabitans	GCF_008693825.1	Pseudomonas oryzihabitans	reference genome	Complete Genome	4770	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/693/825/GCF_008693825.1_ASM869382v1
survey (4+ species)	Pseudomonas	Pseudomonas oryziphila	GCF_003940825.1	Pseudomonas oryziphila	reference genome	Complete Genome	5353	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/940/825/GCF_003940825.1_ASM394082v1
survey (4+ species)	Pseudomonas	Pseudomonas ovata	GCF_003131185.1	Pseudomonas ovata	reference genome	Contig	5715	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/131/185/GCF_003131185.1_ASM313118v1
survey (4+ species)	Pseudomonas	Pseudomonas paeninsulae	GCF_035621475.1	Pseudomonas paeninsulae	reference genome	Complete Genome	4758	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/621/475/GCF_035621475.1_ASM3562147v1
survey (4+ species)	Pseudomonas	Pseudomonas palleroniana	GCF_022836895.1	Pseudomonas palleroniana	reference genome	Complete Genome	5437	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/836/895/GCF_022836895.1_ASM2283689v1
survey (4+ species)	Pseudomonas	Pseudomonas palmensis	GCF_049942755.1	Pseudomonas palmensis	reference genome	Complete Genome	5202	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/049/942/755/GCF_049942755.1_ASM4994275v1
survey (4+ species)	Pseudomonas	Pseudomonas panipatensis	GCF_900099785.1	Pseudomonas panipatensis	reference genome	Scaffold	5312	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/099/785/GCF_900099785.1_IMG-taxon_2663762770_annotated_assembly
survey (4+ species)	Pseudomonas	Pseudomonas paracarnis	GCF_046272155.1	Pseudomonas paracarnis	reference genome	Complete Genome	5593	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/046/272/155/GCF_046272155.1_ASM4627215v1
survey (4+ species)	Pseudomonas	Pseudomonas paraeruginosa	GCF_003025345.2	Pseudomonas paraeruginosa	reference genome	Complete Genome	5522	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/025/345/GCF_003025345.2_ASM302534v2
survey (4+ species)	Pseudomonas	Pseudomonas parafulva	GCF_000730645.1	Pseudomonas parafulva NBRC 16636 = DSM 17004	reference genome	Contig	4411	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/730/645/GCF_000730645.1_ASM73064v1
survey (4+ species)	Pseudomonas	Pseudomonas paraglycinae	GCF_057477095.1	Pseudomonas paraglycinae	reference genome	Complete Genome	5730	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/057/477/095/GCF_057477095.1_ASM5747709v1
survey (4+ species)	Pseudomonas	Pseudomonas parakoreensis	GCF_056680175.1	Pseudomonas parakoreensis	reference genome	Complete Genome	5534	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/056/680/175/GCF_056680175.1_ASM5668017v1
survey (4+ species)	Pseudomonas	Pseudomonas paralactis	GCF_001439735.1	Pseudomonas paralactis	reference genome	Contig	5282	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/439/735/GCF_001439735.1_mG273
survey (4+ species)	Pseudomonas	Pseudomonas paralcaligenes	GCF_019655855.2	Pseudomonas paralcaligenes	reference genome	Contig	4916	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/655/855/GCF_019655855.2_ASM1965585v2
survey (4+ species)	Pseudomonas	Pseudomonas parasichuanensis	GCF_021601385.1	Pseudomonas parasichuanensis	reference genome	Contig	5298	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/601/385/GCF_021601385.1_ASM2160138v1
survey (4+ species)	Pseudomonas	Pseudomonas paraveronii	GCF_963681955.1	Pseudomonas paraveronii	reference genome	Complete Genome	5752	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/681/955/GCF_963681955.1_FLM11
survey (4+ species)	Pseudomonas	Pseudomonas paraversuta	GCF_904067025.1	Pseudomonas paraversuta	reference genome	Contig	4405	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/067/025/GCF_904067025.1_uni376_1
survey (4+ species)	Pseudomonas	Pseudomonas peli	GCF_900099645.1	Pseudomonas peli	reference genome	Scaffold	4228	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/099/645/GCF_900099645.1_IMG-taxon_2671180067_annotated_assembly
survey (4+ species)	Pseudomonas	Pseudomonas peradeniyensis	GCF_014268935.2	Pseudomonas peradeniyensis	reference genome	Contig	5246	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/268/935/GCF_014268935.2_ASM1426893v2
survey (4+ species)	Pseudomonas	Pseudomonas pergaminensis	GCF_024112395.2	Pseudomonas pergaminensis	reference genome	Complete Genome	5872	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/112/395/GCF_024112395.2_ASM2411239v2
survey (4+ species)	Pseudomonas	Pseudomonas persica	GCF_900291015.1	Pseudomonas persica	reference genome	Contig	4969	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/291/015/GCF_900291015.1_ASM90029101v1
survey (4+ species)	Pseudomonas	Pseudomonas petrae	GCF_021728295.1	Pseudomonas petrae	reference genome	Contig	5045	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/728/295/GCF_021728295.1_ASM2172829v1
survey (4+ species)	Pseudomonas	Pseudomonas petroselini	GCF_045037875.1	Pseudomonas petroselini	reference genome	Complete Genome	6204	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/037/875/GCF_045037875.1_ASM4503787v1
survey (4+ species)	Pseudomonas	Pseudomonas pharyngis	GCF_021602345.1	Pseudomonas pharyngis	reference genome	Contig	5855	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/602/345/GCF_021602345.1_ASM2160234v1
survey (4+ species)	Pseudomonas	Pseudomonas phenolilytica	GCF_021432765.1	Pseudomonas phenolilytica	reference genome	Complete Genome	3651	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/432/765/GCF_021432765.1_ASM2143276v1
survey (4+ species)	Pseudomonas	Pseudomonas phoenicis	GCF_047302395.1	Pseudomonas phoenicis	reference genome	Chromosome	4234	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/302/395/GCF_047302395.1_ASM4730239v1
survey (4+ species)	Pseudomonas	Pseudomonas pichavaramensis	GCF_050473265.1	Pseudomonas pichavaramensis	reference genome	Contig	4868	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/473/265/GCF_050473265.1_ASM5047326v1
survey (4+ species)	Pseudomonas	Pseudomonas pisciculturae	GCF_015461805.1	Pseudomonas pisciculturae	reference genome	Scaffold	5538	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/461/805/GCF_015461805.1_ASM1546180v1
survey (4+ species)	Pseudomonas	Pseudomonas piscis	GCF_009380155.1	Pseudomonas piscis	reference genome	Contig	6316	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/380/155/GCF_009380155.1_ASM938015v1
survey (4+ species)	Pseudomonas	Pseudomonas plecoglossicida	GCF_052907105.1	Pseudomonas plecoglossicida	reference genome	Complete Genome	4760	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/907/105/GCF_052907105.1_ASM5290710v1
survey (4+ species)	Pseudomonas	Pseudomonas poae	GCF_000336465.1	Pseudomonas poae RE*1-1-14	reference genome	Complete Genome	4738	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/465/GCF_000336465.1_ASM33646v1
survey (4+ species)	Pseudomonas	Pseudomonas pohangensis	GCF_900105995.1	Pseudomonas pohangensis	reference genome	Chromosome	3442	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/105/995/GCF_900105995.1_IMG-taxon_2667527387_annotated_assembly
survey (4+ species)	Pseudomonas	Pseudomonas profundi	GCF_008638305.1	Pseudomonas profundi	reference genome	Scaffold	3803	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/638/305/GCF_008638305.1_ASM863830v1
survey (4+ species)	Pseudomonas	Pseudomonas promysalinigenes	GCF_014269025.2	Pseudomonas promysalinigenes	reference genome	Complete Genome	4429	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/269/025/GCF_014269025.2_ASM1426902v2
survey (4+ species)	Pseudomonas	Pseudomonas prosekii	GCF_900105155.1	Pseudomonas prosekii	reference genome	Chromosome	5343	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/105/155/GCF_900105155.1_IMG-taxon_2663762789_annotated_assembly
survey (4+ species)	Pseudomonas	Pseudomonas protegens	GCF_900560965.1	Pseudomonas protegens CHA0	reference genome	Complete Genome	6149	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/560/965/GCF_900560965.1_PPRCHA0
survey (4+ species)	Pseudomonas	Pseudomonas proteolytica	GCF_900105955.1	Pseudomonas proteolytica	reference genome	Contig	5744	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/105/955/GCF_900105955.1_IMG-taxon_2639763197_annotated_assembly
survey (4+ species)	Pseudomonas	Pseudomonas pseudonitroreducens	GCF_021603645.1	Pseudomonas pseudonitroreducens	reference genome	Contig	6395	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/603/645/GCF_021603645.1_ASM2160364v1
survey (4+ species)	Pseudomonas	Pseudomonas psychrophila	GCF_011040435.1	Pseudomonas psychrophila	reference genome	Complete Genome	4673	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/040/435/GCF_011040435.1_ASM1104043v1
survey (4+ species)	Pseudomonas	Pseudomonas pudica	GCF_059685555.1	Pseudomonas pudica	reference genome	Complete Genome	4928	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/059/685/555/GCF_059685555.1_ASM5968555v1
survey (4+ species)	Pseudomonas	Pseudomonas purpurea	GCF_039908635.1	Pseudomonas purpurea	reference genome	Complete Genome	4914	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/908/635/GCF_039908635.1_ASM3990863v1
survey (4+ species)	Pseudomonas	Pseudomonas putida	GCF_000412675.1	Pseudomonas putida NBRC 14164	reference genome	Complete Genome	5377	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/412/675/GCF_000412675.1_ASM41267v1
survey (4+ species)	Pseudomonas	Pseudomonas qingdaonensis	GCF_018398475.1	Pseudomonas qingdaonensis	reference genome	Complete Genome	5297	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/398/475/GCF_018398475.1_ASM1839847v1
survey (4+ species)	Pseudomonas	Pseudomonas quasicaspiana	GCF_021147825.1	Pseudomonas quasicaspiana	reference genome	Contig	5729	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/147/825/GCF_021147825.1_ASM2114782v1
survey (4+ species)	Pseudomonas	Pseudomonas quebecensis	GCF_026410085.1	Pseudomonas quebecensis	reference genome	Chromosome	5066	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/410/085/GCF_026410085.1_ASM2641008v1
survey (4+ species)	Pseudomonas	Pseudomonas quercus	GCF_012033695.1	Pseudomonas quercus	reference genome	Scaffold	4430	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/033/695/GCF_012033695.1_ASM1203369v1
survey (4+ species)	Pseudomonas	Pseudomonas reactans	GCF_013387025.1	Pseudomonas reactans	reference genome	Scaffold	6113	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/387/025/GCF_013387025.1_ASM1338702v1
survey (4+ species)	Pseudomonas	Pseudomonas reidholzensis	GCF_900536025.1	Pseudomonas reidholzensis	reference genome	Contig	5418	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/536/025/GCF_900536025.1_PREIDCCOS865
survey (4+ species)	Pseudomonas	Pseudomonas reinekei	GCF_900104125.1	Pseudomonas reinekei	reference genome	Chromosome	5573	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/125/GCF_900104125.1_IMG-taxon_2639762506_annotated_assembly
survey (4+ species)	Pseudomonas	Pseudomonas retamae	GCF_043496865.1	Pseudomonas retamae	reference genome	Contig	5505	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/043/496/865/GCF_043496865.1_ASM4349686v1
survey (4+ species)	Pseudomonas	Pseudomonas rhizophila	GCF_051828235.1	Pseudomonas rhizophila	reference genome	Complete Genome	5808	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/828/235/GCF_051828235.1_ASM5182823v1
survey (4+ species)	Pseudomonas	Pseudomonas rhizoryzae	GCF_005250615.1	Pseudomonas rhizoryzae	reference genome	Contig	4816	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/250/615/GCF_005250615.1_ASM525061v1
survey (4+ species)	Pseudomonas	Pseudomonas rhizosphaerae	GCF_000761155.1	Pseudomonas rhizosphaerae	reference genome	Complete Genome	4095	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/761/155/GCF_000761155.1_ASM76115v1
survey (4+ species)	Pseudomonas	Pseudomonas rhizozeae	GCF_031583775.1	Pseudomonas rhizozeae	reference genome	Contig	5333	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/583/775/GCF_031583775.1_ASM3158377v1
survey (4+ species)	Pseudomonas	Pseudomonas rhodesiae	GCF_013285305.1	Pseudomonas rhodesiae	reference genome	Complete Genome	5146	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/285/305/GCF_013285305.1_ASM1328530v1
survey (4+ species)	Pseudomonas	Pseudomonas rosaeacicularis	GCF_057128745.1	Pseudomonas rosaeacicularis	reference genome	Scaffold	5420	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/057/128/745/GCF_057128745.1_ASM5712874v1
survey (4+ species)	Pseudomonas	Pseudomonas rossensis	GCF_039888995.1	Pseudomonas rossensis	reference genome	Contig	5838	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/888/995/GCF_039888995.1_ASM3988899v1
survey (4+ species)	Pseudomonas	Pseudomonas rubra	GCF_028657115.1	Pseudomonas rubra	reference genome	Contig	5328	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/657/115/GCF_028657115.1_ASM2865711v1
survey (4+ species)	Pseudomonas	Pseudomonas rustica	GCF_049959085.1	Pseudomonas rustica	reference genome	Complete Genome	5568	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/049/959/085/GCF_049959085.1_ASM4995908v1
survey (4+ species)	Pseudomonas	Pseudomonas salicis	GCF_057128705.1	Pseudomonas salicis	reference genome	Scaffold	5691	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/057/128/705/GCF_057128705.1_ASM5712870v1
survey (4+ species)	Pseudomonas	Pseudomonas saliphila	GCF_008638345.1	Pseudomonas saliphila	reference genome	Contig	3900	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/638/345/GCF_008638345.1_ASM863834v1
survey (4+ species)	Pseudomonas	Pseudomonas salmasensis	GCF_014268375.2	Pseudomonas salmasensis	reference genome	Complete Genome	5481	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/268/375/GCF_014268375.2_ASM1426837v2
survey (4+ species)	Pseudomonas	Pseudomonas salomonii	GCF_001730645.1	Pseudomonas salomonii	reference genome	Contig	6319	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/730/645/GCF_001730645.1_ASM173064v1
survey (4+ species)	Pseudomonas	Pseudomonas saponiphila	GCF_900105185.1	Pseudomonas saponiphila	reference genome	Contig	6815	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/105/185/GCF_900105185.1_IMG-taxon_2667528183_annotated_assembly
survey (4+ species)	Pseudomonas	Pseudomonas saudimassiliensis	GCF_000939975.1	Pseudomonas saudimassiliensis	reference genome	Scaffold	3017	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/939/975/GCF_000939975.1_PRJEB5504_assembly_1
survey (4+ species)	Pseudomonas	Pseudomonas saudiphocaensis	GCF_000756775.1	Pseudomonas saudiphocaensis	reference genome	Complete Genome	3346	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/756/775/GCF_000756775.1_PRJEB6478_assembly_1
survey (4+ species)	Pseudomonas	Pseudomonas savastanoi	GCF_020917325.1	Pseudomonas savastanoi	reference genome	Complete Genome	5008	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/917/325/GCF_020917325.1_ASM2091732v1
survey (4+ species)	Pseudomonas	Pseudomonas saxonica	GCF_007858365.1	Pseudomonas saxonica	reference genome	Contig	4708	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/858/365/GCF_007858365.1_ASM785836v1
survey (4+ species)	Pseudomonas	Pseudomonas schmalbachii	GCF_017589465.1	Pseudomonas schmalbachii	reference genome	Contig	4732	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/589/465/GCF_017589465.1_ASM1758946v1
survey (4+ species)	Pseudomonas	Pseudomonas sediminis	GCF_013409125.2	Pseudomonas sediminis	reference genome	Complete Genome	4509	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/409/125/GCF_013409125.2_ASM1340912v2
survey (4+ species)	Pseudomonas	Pseudomonas segetis	GCF_900188155.1	Pseudomonas segetis	reference genome	Scaffold	4278	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/188/155/GCF_900188155.1_IMG-taxon_2671180091_annotated_assembly
survey (4+ species)	Pseudomonas	Pseudomonas serbica	GCF_028823535.1	Pseudomonas serbica	reference genome	Contig	7111	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/823/535/GCF_028823535.1_ASM2882353v1
survey (4+ species)	Pseudomonas	Pseudomonas serbiensis	GCF_030580745.1	Pseudomonas serbiensis	reference genome	Contig	5324	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/580/745/GCF_030580745.1_ASM3058074v1
survey (4+ species)	Pseudomonas	Pseudomonas serboccidentalis	GCF_028830055.1	Pseudomonas serboccidentalis	reference genome	Chromosome	5323	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/830/055/GCF_028830055.1_ASM2883005v1
survey (4+ species)	Pseudomonas	Pseudomonas sessilinigenes	GCF_003850565.1	Pseudomonas sessilinigenes	reference genome	Complete Genome	6150	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/850/565/GCF_003850565.1_ASM385056v1
survey (4+ species)	Pseudomonas	Pseudomonas shahriarae	GCF_014268455.2	Pseudomonas shahriarae	reference genome	Complete Genome	5338	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/268/455/GCF_014268455.2_ASM1426845v2
survey (4+ species)	Pseudomonas	Pseudomonas shirazensis	GCF_976997645.1	Pseudomonas shirazensis	reference genome	Complete Genome	4627	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/976/997/645/GCF_976997645.1_ASM97699764v1
survey (4+ species)	Pseudomonas	Pseudomonas shirazica	GCF_015168335.1	Pseudomonas shirazica	reference genome	Complete Genome	5422	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/168/335/GCF_015168335.1_ASM1516833v1
survey (4+ species)	Pseudomonas	Pseudomonas shiyinii	GCF_056725765.1	Pseudomonas shiyinii	reference genome	Complete Genome	4482	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/056/725/765/GCF_056725765.1_ASM5672576v1
survey (4+ species)	Pseudomonas	Pseudomonas sichuanensis	GCF_024749065.1	Pseudomonas sichuanensis	reference genome	Complete Genome	5197	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/749/065/GCF_024749065.1_ASM2474906v1
survey (4+ species)	Pseudomonas	Pseudomonas sihuiensis	GCF_900106015.1	Pseudomonas sihuiensis	reference genome	Chromosome	5004	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/106/015/GCF_900106015.1_IMG-taxon_2667527235_annotated_assembly
survey (4+ species)	Pseudomonas	Pseudomonas silensiensis	GCF_050434865.1	Pseudomonas silensiensis	reference genome	Contig	6610	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/434/865/GCF_050434865.1_ASM5043486v1
survey (4+ species)	Pseudomonas	Pseudomonas silesiensis	GCF_001661075.1	Pseudomonas silesiensis	reference genome	Complete Genome	5964	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/661/075/GCF_001661075.1_ASM166107v1
survey (4+ species)	Pseudomonas	Pseudomonas siliginis	GCF_024072275.1	Pseudomonas siliginis	reference genome	Complete Genome	5388	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/072/275/GCF_024072275.1_ASM2407227v1
survey (4+ species)	Pseudomonas	Pseudomonas simiae	GCF_000934565.1	Pseudomonas simiae	reference genome	Complete Genome	5523	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/934/565/GCF_000934565.1_ASM93456v1
survey (4+ species)	Pseudomonas	Pseudomonas sivasensis	GCF_021391435.1	Pseudomonas sivasensis	reference genome	Complete Genome	5417	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/391/435/GCF_021391435.1_ASM2139143v1
survey (4+ species)	Pseudomonas	Pseudomonas solani	GCF_040281505.1	Pseudomonas solani	reference genome	Complete Genome	5950	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/281/505/GCF_040281505.1_ASM4028150v1
survey (4+ species)	Pseudomonas	Pseudomonas soli	GCF_021283165.2	Pseudomonas soli	reference genome	Complete Genome	5380	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/283/165/GCF_021283165.2_ASM2128316v2
survey (4+ species)	Pseudomonas	Pseudomonas songnenensis	GCF_003696315.1	Pseudomonas songnenensis	reference genome	Contig	3998	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/696/315/GCF_003696315.1_ASM369631v1
survey (4+ species)	Pseudomonas	Pseudomonas spartinae	GCF_965197125.1	Pseudomonas spartinae	reference genome	Contig	5041	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/965/197/125/GCF_965197125.1_Pseudomonas_sp_SDT3
survey (4+ species)	Pseudomonas	Pseudomonas spelaei	GCF_055544605.1	Pseudomonas spelaei	reference genome	Complete Genome	5747	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/055/544/605/GCF_055544605.1_ASM5554460v1
survey (4+ species)	Pseudomonas	Pseudomonas spirodelae	GCF_034653255.1	Pseudomonas spirodelae	reference genome	Contig	3877	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/653/255/GCF_034653255.1_ASM3465325v1
survey (4+ species)	Pseudomonas	Pseudomonas sputi	GCF_021603585.1	Pseudomonas sputi	reference genome	Contig	5714	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/603/585/GCF_021603585.1_ASM2160358v1
survey (4+ species)	Pseudomonas	Pseudomonas stagnisoli	GCF_048595745.1	Pseudomonas stagnisoli	reference genome	Complete Genome	3977	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/048/595/745/GCF_048595745.1_ASM4859574v1
survey (4+ species)	Pseudomonas	Pseudomonas subflava	GCF_023823685.1	Pseudomonas subflava	reference genome	Contig	4138	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/823/685/GCF_023823685.1_ASM2382368v1
survey (4+ species)	Pseudomonas	Pseudomonas svalbardensis	GCF_030053115.1	Pseudomonas svalbardensis	reference genome	Complete Genome	5605	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/053/115/GCF_030053115.1_ASM3005311v1
survey (4+ species)	Pseudomonas	Pseudomonas synxantha	GCF_901482615.1	Pseudomonas synxantha	reference genome	Complete Genome	6075	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/482/615/GCF_901482615.1_45076_A01
survey (4+ species)	Pseudomonas	Pseudomonas syringae	GCF_022557255.1	Pseudomonas syringae pv. tagetis	reference genome	Complete Genome	5267	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/557/255/GCF_022557255.1_ASM2255725v1
survey (4+ species)	Pseudomonas	Pseudomonas taeanensis	GCF_000498575.2	Pseudomonas taeanensis MS-3	reference genome	Contig	4799	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/498/575/GCF_000498575.2_MS-3
survey (4+ species)	Pseudomonas	Pseudomonas taetrolens	GCF_900475285.1	Pseudomonas taetrolens	reference genome	Complete Genome	4253	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/285/GCF_900475285.1_43222_B01
survey (4+ species)	Pseudomonas	Pseudomonas taiwanensis	GCF_059341185.1	Pseudomonas taiwanensis	reference genome	Complete Genome	5942	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/059/341/185/GCF_059341185.1_ASM5934118v1
